id,trial,top_idx,within_idx,between_idx,within_is_left_or_right,trial_type,question_type,question_idx,choice,rt,stim_onset,IG,IG2,targRace,targGend,winRace,winGend,btwnRace,btwnGend,winRaceMatch,btwnRaceMatch,winGendMatch,btwnGendMatch,comparison,question
data_15,21,8,7,9,2,1,3,3,1,3.0119,7910.8586,0,0,White,M,White,F,Asian,M,1,0,0,1,One-step,Friendship
data_15,22,4,5,3,2,1,1,1,2,2.8397,7914.3936,1,1,Asian,F,White,F,Black,M,0,0,1,0,One-step,Pos Action
data_15,23,13,9,14,1,3,3,3,1,4.8077,7917.762,1,1,Black,F,Asian,M,White,F,0,0,0,1,One-versus-two-step,Friendship
data_15,24,3,14,4,1,3,2,2,1,2.8788,7923.0978,1,0,Black,M,White,F,Asian,F,0,0,0,0,One-versus-two-step,Neg Action
data_15,25,4,8,2,1,2,2,11,2,9.0214,7926.4994,0,1,Asian,F,White,M,White,M,0,0,0,0,Two-step,Neg Action
data_15,26,9,13,6,2,2,2,11,2,4.0387,7936.0539,1,0,Asian,M,Black,F,Black,M,0,0,0,1,Two-step,Neg Action
data_15,27,3,14,4,2,3,4,4,1,3.0687,7940.6227,0,0,Black,M,White,F,Asian,F,0,0,0,0,One-versus-two-step,Similarity
data_15,28,3,1,4,1,1,4,4,1,5.075,7944.2244,1,1,Black,M,White,M,Asian,F,0,0,1,0,One-step,Similarity
data_15,29,8,4,12,1,2,1,8,2,3.4705,7949.8271,0,0,White,M,Asian,F,Hispanic,M,0,0,0,1,Two-step,Pos Action
data_15,30,8,4,9,1,3,1,8,2,4.0911,7953.829,0,0,White,M,Asian,F,Asian,M,0,0,0,1,One-versus-two-step,Pos Action
data_15,31,9,13,8,1,3,1,8,2,2.4878,7958.4479,0,0,Asian,M,Black,F,White,M,0,0,0,1,One-versus-two-step,Pos Action
data_15,32,4,8,3,1,3,1,9,1,3.3601,7961.466,1,1,Asian,F,White,M,Black,M,0,0,0,0,One-versus-two-step,Pos Action
data_15,33,4,7,3,1,1,2,12,2,4.1667,7965.3512,0,1,Asian,F,White,F,Black,M,0,0,1,0,One-step,Neg Action
data_15,34,3,15,4,1,1,1,5,2,3.1403,7970.0534,0,0,Black,M,White,F,Asian,F,0,0,0,0,One-step,Pos Action
data_15,35,4,6,3,1,1,3,3,2,4.3427,7973.7218,0,0,Asian,F,Black,M,Black,M,0,0,0,0,One-step,Friendship
data_15,36,13,9,2,2,2,4,4,2,3.4712,7978.5908,1,1,Black,F,Asian,M,White,M,0,0,0,0,Two-step,Similarity
data_15,37,8,4,11,1,2,3,3,1,2.7917,7982.5927,1,1,White,M,Asian,F,Asian,F,0,0,0,0,Two-step,Friendship
data_15,38,3,14,6,2,2,2,11,2,2.6702,7985.9109,1,0,Black,M,White,F,Black,M,0,1,0,1,Two-step,Neg Action
data_15,39,9,13,6,1,2,4,4,1,22.4692,7989.1124,1,1,Asian,M,Black,F,Black,M,0,0,0,1,Two-step,Similarity
data_15,40,13,9,15,1,2,1,5,1,5.7782,8012.1067,1,1,Black,F,Asian,M,White,F,0,0,0,1,Two-step,Pos Action
data_15,41,14,3,13,1,3,1,1,2,3.5074,8018.4096,0,0,White,F,Black,M,Black,F,0,0,0,1,One-versus-two-step,Pos Action
data_15,42,13,9,14,2,3,1,5,2,10.768,8022.4448,1,1,Black,F,Asian,M,White,F,0,0,0,1,One-versus-two-step,Pos Action
data_15,43,14,3,13,2,3,2,2,2,4.6827,8033.7502,1,0,White,F,Black,M,Black,F,0,0,0,1,One-versus-two-step,Neg Action
data_15,44,14,15,13,2,1,1,7,1,6.4647,8038.9694,0,0,White,F,White,F,Black,F,1,0,1,1,One-step,Pos Action
data_15,45,4,8,3,2,3,4,4,2,7.0868,8045.956,1,1,Asian,F,White,M,Black,M,0,0,0,0,One-versus-two-step,Similarity
data_15,46,13,12,14,1,1,1,9,1,6.0903,8053.5763,1,1,Black,F,Hispanic,M,White,F,0,0,0,1,One-step,Pos Action
data_15,47,9,11,8,1,1,3,3,2,4.0619,8060.1961,0,0,Asian,M,Asian,F,White,M,1,0,0,1,One-step,Friendship
data_15,48,9,13,8,1,3,3,3,2,1.565,8064.7816,0,0,Asian,M,Black,F,White,M,0,0,0,1,One-versus-two-step,Friendship
data_15,49,8,5,9,2,1,1,5,1,12.7518,8066.8827,0,0,White,M,White,F,Asian,M,1,0,0,1,One-step,Pos Action
data_15,50,14,2,13,1,1,3,3,2,3.4547,8080.1556,0,0,White,F,White,M,Black,F,1,0,0,1,One-step,Friendship
data_15,51,14,1,13,1,1,2,12,1,2.5256,8084.1407,1,0,White,F,White,M,Black,F,1,0,0,1,One-step,Neg Action
data_15,52,9,11,8,2,1,2,2,2,2.3704,8087.1922,1,0,Asian,M,Asian,F,White,M,1,0,0,1,One-step,Neg Action
data_15,53,9,13,8,2,3,2,10,2,2.5651,8090.0936,1,0,Asian,M,Black,F,White,M,0,0,0,1,One-versus-two-step,Neg Action
data_15,54,9,13,7,2,2,1,1,2,2.9749,8093.1951,1,1,Asian,M,Black,F,White,F,0,0,0,0,Two-step,Pos Action
data_15,55,8,4,9,2,3,4,4,1,2.7538,8096.6968,0,0,White,M,Asian,F,Asian,M,0,0,0,1,One-versus-two-step,Similarity
data_15,56,14,3,10,1,2,2,12,1,6.9649,8099.9817,1,0,White,F,Black,M,White,F,0,1,0,1,Two-step,Neg Action
data_15,57,14,3,12,2,2,4,4,1,17.5333,8107.4685,0,0,White,F,Black,M,Hispanic,M,0,0,0,0,Two-step,Similarity
data_15,58,8,4,9,1,3,3,3,2,2.3393,8125.5271,0,0,White,M,Asian,F,Asian,M,0,0,0,1,One-versus-two-step,Friendship
data_15,59,8,7,9,2,1,2,12,2,3.3115,8128.3951,1,0,White,M,White,F,Asian,M,1,0,0,1,One-step,Neg Action
data_15,60,13,10,14,2,1,4,4,1,5.8524,8132.2303,0,0,Black,F,White,F,White,F,0,0,1,1,One-step,Similarity
data_15,61,3,2,4,2,1,3,3,2,8.3854,8138.6167,1,1,Black,M,White,M,Asian,F,0,0,1,0,One-step,Friendship
data_15,62,8,7,9,2,1,4,4,1,2.2326,8147.5376,0,0,White,M,White,F,Asian,M,1,0,0,1,One-step,Similarity
data_15,63,4,6,3,1,1,4,4,2,3.9771,8150.3055,0,0,Asian,F,Black,M,Black,M,0,0,0,0,One-step,Similarity
data_15,64,3,14,4,2,3,3,3,1,2.4907,8154.8077,0,0,Black,M,White,F,Asian,F,0,0,0,0,One-versus-two-step,Friendship
data_15,65,13,9,14,2,3,4,4,2,2.3287,8157.8258,1,1,Black,F,Asian,M,White,F,0,0,0,1,One-versus-two-step,Similarity
data_15,66,4,8,3,1,3,3,3,1,3.8288,8160.6771,1,1,Asian,F,White,M,Black,M,0,0,0,0,One-versus-two-step,Friendship
data_15,67,9,12,8,2,1,1,6,2,3.0297,8165.0292,1,1,Asian,M,Hispanic,M,White,M,0,0,1,1,One-step,Pos Action
data_15,68,9,13,8,2,3,4,4,1,3.2449,8168.5809,0,0,Asian,M,Black,F,White,M,0,0,0,1,One-versus-two-step,Similarity
data_15,69,8,4,9,2,3,2,2,2,3.7654,8172.3493,1,0,White,M,Asian,F,Asian,M,0,0,0,1,One-versus-two-step,Neg Action
data_15,70,14,3,13,1,3,4,4,2,3.7833,8176.6513,0,0,White,F,Black,M,Black,F,0,0,0,1,One-versus-two-step,Similarity
data_15,71,14,3,10,2,2,1,6,1,6.624,8180.97,0,0,White,F,Black,M,White,F,0,1,0,1,Two-step,Pos Action
data_15,72,13,12,14,1,1,2,13,2,10.8792,8188.1234,0,1,Black,F,Hispanic,M,White,F,0,0,0,1,One-step,Neg Action
data_16,1,3,2,4,1,1,1,1,1,5.7872,11466.5397,1,1,Asian,F,White,M,White,M,0,0,0,0,One-step,Pos Action
data_16,2,4,6,3,2,1,1,1,2,8.2416,11472.8594,1,1,White,M,Black,F,Asian,F,0,0,0,0,One-step,Pos Action
data_16,3,14,1,13,2,1,1,7,1,3.8143,11481.6302,0,0,White,F,Black,M,White,F,0,1,0,1,One-step,Pos Action
data_16,4,13,12,14,2,1,4,4,1,4.9554,11485.9656,0,0,White,F,Black,M,White,F,0,1,0,1,One-step,Similarity
data_16,5,14,3,13,2,3,4,4,1,3.602,11491.4515,0,0,White,F,Asian,F,White,F,0,1,1,1,One-versus-two-step,Similarity
data_16,6,8,4,10,1,2,3,3,2,3.4179,11495.5869,0,0,White,F,White,M,White,M,1,1,0,0,Two-step,Friendship
data_16,7,9,13,8,1,3,1,9,1,3.4493,11499.5387,1,1,Hispanic,M,White,F,White,F,0,0,0,0,One-versus-two-step,Pos Action
data_16,8,8,5,9,2,1,4,4,2,2.2396,11503.5239,1,1,White,F,White,F,Hispanic,M,1,0,1,0,One-step,Similarity
data_16,9,4,8,3,2,3,2,13,1,6.635,11506.2919,0,1,White,M,White,F,Asian,F,1,0,0,0,One-versus-two-step,Neg Action
data_16,10,4,8,2,1,2,4,4,2,2.8107,11513.4619,0,0,White,M,White,F,White,M,1,1,0,1,Two-step,Similarity
data_16,11,13,9,14,2,3,4,4,1,2.2755,11516.7969,0,0,White,F,Hispanic,M,White,F,0,1,0,1,One-versus-two-step,Similarity
data_16,12,3,2,4,2,1,4,4,2,3.7575,11519.5982,1,1,Asian,F,White,M,White,M,0,0,0,0,One-step,Similarity
data_16,13,14,3,12,2,2,1,8,1,8.3386,11523.8836,0,0,White,F,Asian,F,Black,M,0,0,1,0,Two-step,Pos Action
data_16,14,4,8,15,2,2,2,14,1,8.5814,11532.7545,0,1,White,M,White,F,Asian,M,1,0,0,1,Two-step,Neg Action
data_16,15,8,4,9,2,3,1,8,1,5.0726,11541.8586,0,0,White,F,White,M,Hispanic,M,1,0,0,0,One-versus-two-step,Pos Action
data_16,16,4,8,3,2,3,4,4,2,4.1178,11547.4614,1,1,White,M,White,F,Asian,F,1,0,0,0,One-versus-two-step,Similarity
data_16,17,3,14,6,2,2,2,12,2,4.1095,11552.1136,1,0,Asian,F,White,F,Black,F,0,0,1,1,Two-step,Neg Action
data_16,18,3,14,4,1,3,4,4,1,6.4451,11556.749100000001,1,1,Asian,F,White,F,White,M,0,0,1,0,One-versus-two-step,Similarity
data_16,19,8,4,9,2,3,4,4,1,3.7218,11563.7191,0,0,White,F,White,M,Hispanic,M,1,0,0,0,One-versus-two-step,Similarity
data_16,20,9,13,7,2,2,2,13,2,3.0874,11567.9711,1,0,Hispanic,M,White,F,Asian,F,0,0,0,0,Two-step,Neg Action
data_16,21,3,2,4,1,1,2,13,1,5.0289,11571.5896,1,0,Asian,F,White,M,White,M,0,0,0,0,One-step,Neg Action
data_16,22,14,3,13,2,3,3,3,1,3.2144,11577.1422,0,0,White,F,Asian,F,White,F,0,1,1,1,One-versus-two-step,Friendship
data_16,23,14,3,10,1,2,4,4,2,2.5831,11580.8773,0,0,White,F,Asian,F,White,M,0,1,1,0,Two-step,Similarity
data_16,24,4,5,3,2,1,3,3,2,9.8763,11583.9954,1,1,White,M,White,F,Asian,F,1,0,0,0,One-step,Friendship
data_16,25,9,11,8,1,1,2,10,1,4.2639,11594.4003,1,0,Hispanic,M,White,F,White,F,0,0,0,0,One-step,Neg Action
data_16,26,8,4,9,2,3,2,14,1,6.4735,11599.186,0,1,White,F,White,M,Hispanic,M,1,0,0,0,One-versus-two-step,Neg Action
data_16,27,13,11,14,2,1,3,3,2,9.6076,11606.1893,1,1,White,F,White,F,White,F,1,1,1,1,One-step,Friendship
data_16,28,13,10,14,1,1,2,2,2,7.3184,11616.3274,0,1,White,F,White,M,White,F,1,1,0,1,One-step,Neg Action
data_16,29,9,13,7,2,2,3,3,1,4.6499,11624.1811,0,0,Hispanic,M,White,F,Asian,F,0,0,0,0,Two-step,Friendship
data_16,30,9,11,8,1,1,3,3,1,6.1056,11629.3669,1,1,Hispanic,M,White,F,White,F,0,0,0,0,One-step,Friendship
data_16,31,13,9,14,1,3,1,5,2,5.2606,11636.0034,0,0,White,F,Hispanic,M,White,F,0,1,0,1,One-versus-two-step,Pos Action
data_16,32,8,4,9,2,3,3,3,1,3.1221,11641.7895,0,0,White,F,White,M,Hispanic,M,1,0,0,0,One-versus-two-step,Friendship
data_16,33,3,14,5,1,2,1,5,2,4.4051,11645.4412,0,0,Asian,F,White,F,White,F,0,0,1,1,Two-step,Pos Action
data_16,34,9,13,5,2,2,4,4,1,3.4148,11650.3768,0,0,Hispanic,M,White,F,White,F,0,0,0,0,Two-step,Similarity
data_16,35,8,4,11,2,2,1,9,1,13.8375,11654.3121,0,0,White,F,White,M,White,F,1,1,0,1,Two-step,Pos Action
data_16,36,9,13,8,1,3,2,13,1,2.2638,11668.6856,1,0,Hispanic,M,White,F,White,F,0,0,0,0,One-versus-two-step,Neg Action
data_16,37,9,13,8,2,3,4,4,1,4.4606,11671.4702,0,0,Hispanic,M,White,F,White,F,0,0,0,0,One-versus-two-step,Similarity
data_16,38,14,3,13,2,3,1,5,2,5.9536,11676.4559,1,1,White,F,Asian,F,White,F,0,1,1,1,One-versus-two-step,Pos Action
data_16,39,14,2,13,1,1,3,3,2,15.9047,11682.9423,0,0,White,F,White,M,White,F,1,1,0,1,One-step,Friendship
data_16,40,13,9,15,2,2,1,8,1,4.4627,11699.3835,0,0,White,F,Hispanic,M,Asian,M,0,0,0,0,Two-step,Pos Action
data_16,41,4,8,2,1,2,3,3,1,5.3309,11704.3692,1,1,White,M,White,F,White,M,1,1,0,1,Two-step,Friendship
data_16,42,9,13,8,2,3,3,3,1,5.4906,11710.2219,0,0,Hispanic,M,White,F,White,F,0,0,0,0,One-versus-two-step,Friendship
data_16,43,9,10,8,1,1,4,4,2,7.2466,11716.2414,0,0,Hispanic,M,White,M,White,F,0,0,1,0,One-step,Similarity
data_16,44,8,5,9,2,1,3,3,2,4.4942,11724.0118,1,1,White,F,White,F,Hispanic,M,1,0,1,0,One-step,Friendship
data_16,45,8,7,9,2,1,1,5,2,5.9472,11729.0309,1,1,White,F,Asian,F,Hispanic,M,0,0,1,0,One-step,Pos Action
data_16,46,4,5,3,2,1,2,14,1,8.134,11735.5006,0,1,White,M,White,F,Asian,F,1,0,0,0,One-step,Neg Action
data_16,47,13,9,2,1,2,3,3,2,2.9178,11744.1547,0,0,White,F,Hispanic,M,White,M,0,1,0,0,Two-step,Friendship
data_16,48,14,2,13,2,1,4,4,1,8.4839,11747.6063,0,0,White,F,White,M,White,F,1,1,0,1,One-step,Similarity
data_16,49,13,9,1,2,2,4,4,1,2.5031,11756.6106,0,0,White,F,Hispanic,M,Black,M,0,0,0,0,Two-step,Similarity
data_16,50,13,9,14,2,3,3,3,1,2.0205,11759.6454,0,0,White,F,Hispanic,M,White,F,0,1,0,1,One-versus-two-step,Friendship
data_16,51,14,3,11,1,2,3,3,2,3.7604,11762.1966,0,0,White,F,Asian,F,White,F,0,1,1,1,Two-step,Friendship
data_16,52,4,8,1,2,2,1,6,1,4.7915,11766.4819,0,0,White,M,White,F,Black,M,1,0,0,1,Two-step,Pos Action
data_16,53,8,5,9,2,1,2,12,1,2.6652,11771.8011,0,1,White,F,White,F,Hispanic,M,1,0,1,0,One-step,Neg Action
data_16,54,3,14,5,1,2,4,4,2,5.2281,11775.0026,0,0,Asian,F,White,F,White,F,0,0,1,1,Two-step,Similarity
data_16,55,4,8,3,2,3,3,3,1,4.9639,11780.7554,0,0,White,M,White,F,Asian,F,1,0,0,0,One-versus-two-step,Friendship
data_16,56,13,9,15,2,2,2,14,2,3.868,11786.2413,1,0,White,F,Hispanic,M,Asian,M,0,0,0,0,Two-step,Neg Action
data_16,57,9,13,7,2,2,1,1,2,11.2492,11790.6434,1,1,Hispanic,M,White,F,Asian,F,0,0,0,0,Two-step,Pos Action
data_16,58,3,2,4,2,1,3,3,2,5.9246,11802.4156,1,1,Asian,F,White,M,White,M,0,0,0,0,One-step,Friendship
data_16,59,4,7,3,1,1,4,4,1,4.0706,11808.8687,1,1,White,M,Asian,F,Asian,F,0,0,0,0,One-step,Similarity
data_16,60,9,11,8,1,1,1,5,1,3.8893,11813.4708,1,1,Hispanic,M,White,F,White,F,0,0,0,0,One-step,Pos Action
data_16,61,3,14,4,1,3,2,14,2,14.4969,11817.8895,0,1,Asian,F,White,F,White,M,0,0,1,0,One-versus-two-step,Neg Action
data_16,62,13,9,14,1,3,2,2,2,6.8059,11832.9134,0,1,White,F,Hispanic,M,White,F,0,1,0,1,One-versus-two-step,Neg Action
data_16,63,3,14,4,1,3,3,3,1,8.1801,11840.2502,1,1,Asian,F,White,F,White,M,0,0,1,0,One-versus-two-step,Friendship
data_16,64,14,15,13,1,1,2,13,2,2.8208,11848.9543,0,1,White,F,Asian,M,White,F,0,1,0,1,One-step,Neg Action
data_16,65,3,14,4,2,3,1,9,1,6.8126,11852.306,0,0,Asian,F,White,F,White,M,0,0,1,0,One-versus-two-step,Pos Action
data_16,66,13,11,14,1,1,1,9,1,4.3108,11859.6427,1,1,White,F,White,F,White,F,1,1,1,1,One-step,Pos Action
data_16,67,14,3,11,2,2,2,10,1,4.0671,11864.4783,0,1,White,F,Asian,F,White,F,0,1,1,1,Two-step,Neg Action
data_16,68,4,8,3,2,3,1,6,2,4.1375,11869.0805,1,1,White,M,White,F,Asian,F,1,0,0,0,One-versus-two-step,Pos Action
data_16,69,8,4,12,1,2,2,12,1,1.8287,11873.7494,1,0,White,F,White,M,Black,M,1,0,0,0,Two-step,Neg Action
data_16,70,3,14,5,1,2,3,3,2,2.6528,11876.1006,0,0,Asian,F,White,F,White,F,0,0,1,1,Two-step,Friendship
data_16,71,8,4,12,1,2,4,4,1,2.4201,11879.2854,1,1,White,F,White,M,Black,M,1,0,0,0,Two-step,Similarity
data_16,72,14,3,13,2,3,2,2,1,2.8245,11882.2368,0,1,White,F,Asian,F,White,F,0,1,1,1,One-versus-two-step,Neg Action
data_17,1,8,4,10,2,2,3,3,2,5.7016,14221.8906,1,1,White,M,White,F,White,M,1,1,0,1,Two-step,Friendship
data_17,2,4,8,1,1,2,3,3,1,4.5205,14228.1271,1,1,White,F,White,M,White,F,1,1,0,1,Two-step,Friendship
data_17,3,13,11,14,2,1,1,6,1,4.4736,14233.1795,0,0,White,F,Black,M,White,M,0,1,0,0,One-step,Pos Action
data_17,4,13,10,14,1,1,2,12,1,4.7669,14238.1819,1,0,White,F,White,M,White,M,1,1,0,0,One-step,Neg Action
data_17,5,4,8,1,2,2,4,4,1,3.6659,14243.4844,0,0,White,F,White,M,White,F,1,1,0,1,Two-step,Similarity
data_17,6,14,3,11,1,2,3,3,1,7.4967,14247.6864,1,1,White,M,Asian,M,Black,M,0,0,1,1,Two-step,Friendship
data_17,7,14,3,13,2,3,3,3,2,3.9571,14255.7068,1,1,White,M,Asian,M,White,F,0,1,1,0,One-versus-two-step,Friendship
data_17,8,3,14,4,1,3,1,1,1,2.3993,14260.1923,1,1,Asian,M,White,M,White,F,0,0,1,0,One-versus-two-step,Pos Action
data_17,9,3,14,4,1,3,4,4,1,3.183,14263.1271,1,1,Asian,M,White,M,White,F,0,0,1,0,One-versus-two-step,Similarity
data_17,10,4,8,3,2,3,1,1,2,3.1535,14266.8454,1,1,White,F,White,M,Asian,M,1,0,0,0,One-versus-two-step,Pos Action
data_17,11,3,14,7,1,2,1,9,2,5.0369,14270.5305,0,0,Asian,M,White,M,Black,M,0,0,1,1,Two-step,Pos Action
data_17,12,4,8,3,1,3,3,3,1,4.4262,14276.0998,1,1,White,F,White,M,Asian,M,1,0,0,0,One-versus-two-step,Friendship
data_17,13,3,14,6,2,2,3,3,2,3.865,14281.0522,1,1,Asian,M,White,M,Asian,F,0,1,1,0,Two-step,Friendship
data_17,14,3,2,4,2,1,3,3,2,3.1792,14285.4376,1,1,Asian,M,Black,F,White,F,0,0,0,0,One-step,Friendship
data_17,15,13,9,14,2,3,4,4,1,5.1411,14289.1393,0,0,White,F,Hispanic,M,White,M,0,1,0,0,One-versus-two-step,Similarity
data_17,16,9,13,8,2,3,3,3,2,3.1691,14294.8087,1,1,Hispanic,M,White,F,White,M,0,0,0,1,One-versus-two-step,Friendship
data_17,17,13,9,1,1,2,3,3,2,6.9401,14298.5105,0,0,White,F,Hispanic,M,White,F,0,1,0,1,Two-step,Friendship
data_17,18,9,13,6,2,2,2,14,1,6.1741,14305.9807,0,1,Hispanic,M,White,F,Asian,F,0,0,0,0,Two-step,Neg Action
data_17,19,13,9,1,2,2,1,9,1,2.9547,14312.6839,0,0,White,F,Hispanic,M,White,F,0,1,0,1,Two-step,Pos Action
data_17,20,8,4,9,1,3,4,4,2,3.4461,14316.1689,0,0,White,M,White,F,Hispanic,M,1,0,0,1,One-versus-two-step,Similarity
data_17,21,14,3,11,2,2,4,4,2,4.9228,14320.1374,1,1,White,M,Asian,M,Black,M,0,0,1,1,Two-step,Similarity
data_17,22,4,6,3,1,1,1,9,1,7.7058,14325.59,1,1,White,F,Asian,F,Asian,M,0,0,1,0,One-step,Pos Action
data_17,23,9,13,8,2,3,1,5,2,4.784,14333.8272,1,1,Hispanic,M,White,F,White,M,0,0,0,1,One-versus-two-step,Pos Action
data_17,24,4,7,3,1,1,2,11,1,5.8123,14339.1464,1,0,White,F,Black,M,Asian,M,0,0,0,0,One-step,Neg Action
data_17,25,13,9,2,2,2,4,4,1,3.3816,14345.4828,0,0,White,F,Hispanic,M,Black,F,0,0,0,1,Two-step,Similarity
data_17,26,9,13,7,1,2,1,7,1,5.9725,14349.3846,1,1,Hispanic,M,White,F,Black,M,0,0,0,1,Two-step,Pos Action
data_17,27,13,9,2,2,2,2,12,2,3.5928,14355.8877,1,0,White,F,Hispanic,M,Black,F,0,0,0,1,Two-step,Neg Action
data_17,28,8,6,9,2,1,1,8,2,3.1575,14360.0062,1,1,White,M,Asian,F,Hispanic,M,0,0,0,1,One-step,Pos Action
data_17,29,4,8,3,2,3,2,14,2,7.7911,14363.6914,1,0,White,F,White,M,Asian,M,1,0,0,0,One-versus-two-step,Neg Action
data_17,30,8,4,9,2,3,2,2,1,4.9705,14372.012,0,1,White,M,White,F,Hispanic,M,1,0,0,1,One-versus-two-step,Neg Action
data_17,31,9,13,8,2,3,4,4,1,3.1957,14377.5146,0,0,Hispanic,M,White,F,White,M,0,0,0,1,One-versus-two-step,Similarity
data_17,32,3,1,4,1,1,1,9,2,6.2649,14381.233,0,0,Asian,M,White,F,White,F,0,0,0,0,One-step,Pos Action
data_17,33,14,2,13,1,1,2,13,2,3.7892,14388.0196,0,1,White,M,Black,F,White,F,0,1,0,0,One-step,Neg Action
data_17,34,8,4,9,1,3,3,3,2,2.5101,14392.3383,0,0,White,M,White,F,Hispanic,M,1,0,0,1,One-versus-two-step,Friendship
data_17,35,14,15,13,2,1,3,3,2,3.7133,14395.373,1,1,White,M,Asian,F,White,F,0,1,0,0,One-step,Friendship
data_17,36,14,15,13,2,1,1,1,2,2.4619,14399.6084,1,1,White,M,Asian,F,White,F,0,1,0,0,One-step,Pos Action
data_17,37,14,3,10,2,2,1,1,2,3.5921,14402.5932,1,1,White,M,Asian,M,White,M,0,1,1,1,Two-step,Pos Action
data_17,38,13,9,14,1,3,3,3,1,5.3211,14406.7118,1,1,White,F,Hispanic,M,White,M,0,1,0,0,One-versus-two-step,Friendship
data_17,39,8,4,11,2,2,1,1,1,2.0043,14412.5646,0,0,White,M,White,F,Black,M,1,0,0,1,Two-step,Pos Action
data_17,40,8,4,11,1,2,2,10,2,2.8895,14415.0991,0,1,White,M,White,F,Black,M,1,0,0,1,Two-step,Neg Action
data_17,41,14,3,12,2,2,2,12,1,3.4187,14418.5174,0,1,White,M,Asian,M,White,F,0,1,1,0,Two-step,Neg Action
data_17,42,8,6,9,1,1,4,4,2,3.3245,14422.4692,0,0,White,M,Asian,F,Hispanic,M,0,0,0,1,One-step,Similarity
data_17,43,3,14,4,2,3,3,3,2,1.8891,14426.3211,1,1,Asian,M,White,M,White,F,0,0,1,0,One-versus-two-step,Friendship
data_17,44,14,2,13,2,1,4,4,2,6.7969,14428.7389,1,1,White,M,Black,F,White,F,0,1,0,0,One-step,Similarity
data_17,45,14,3,13,2,3,2,10,2,1.6772,14436.059,1,0,White,M,Asian,M,White,F,0,1,1,0,One-versus-two-step,Neg Action
data_17,46,3,14,6,1,2,4,4,1,3.8035,14438.2601,1,1,Asian,M,White,M,Asian,F,0,1,1,0,Two-step,Similarity
data_17,47,4,7,3,1,1,3,3,2,3.7036,14442.5955,0,0,White,F,Black,M,Asian,M,0,0,0,0,One-step,Friendship
data_17,48,9,12,8,2,1,4,4,1,5.6507,14446.8308,0,0,Hispanic,M,White,F,White,M,0,0,0,1,One-step,Similarity
data_17,49,3,14,7,2,2,2,10,1,3.4085,14453.0171,0,1,Asian,M,White,M,Black,M,0,0,1,1,Two-step,Neg Action
data_17,50,9,10,8,2,1,2,2,2,3.4559,14456.9522,1,0,Hispanic,M,White,M,White,M,0,0,1,1,One-step,Neg Action
data_17,51,4,7,3,2,1,4,4,1,3.5863,14460.9375,0,0,White,F,Black,M,Asian,M,0,0,0,0,One-step,Similarity
data_17,52,14,3,13,2,3,4,4,2,5.0517,14465.0561,1,1,White,M,Asian,M,White,F,0,1,1,0,One-versus-two-step,Similarity
data_17,53,3,14,4,1,3,2,14,2,6.5453,14470.6421,0,1,Asian,M,White,M,White,F,0,0,1,0,One-versus-two-step,Neg Action
data_17,54,14,3,13,2,3,1,5,2,6.8759,14477.7121,1,1,White,M,Asian,M,White,F,0,1,1,0,One-versus-two-step,Pos Action
data_17,55,3,15,4,1,1,2,2,2,3.4797,14485.1156,0,1,Asian,M,Asian,F,White,F,1,0,0,0,One-step,Neg Action
data_17,56,9,13,7,2,2,3,3,1,3.1501,14489.1175,0,0,Hispanic,M,White,F,Black,M,0,0,0,1,Two-step,Friendship
data_17,57,4,8,3,2,3,4,4,2,4.1531,14492.8025,1,1,White,F,White,M,Asian,M,1,0,0,0,One-versus-two-step,Similarity
data_17,58,9,13,5,1,2,4,4,2,4.7478,14497.4882,0,0,Hispanic,M,White,F,White,F,0,0,0,0,Two-step,Similarity
data_17,59,9,11,8,2,1,1,9,2,3.2306,14502.7573,1,1,Hispanic,M,Black,M,White,M,0,0,1,1,One-step,Pos Action
data_17,60,13,10,14,1,1,3,3,1,4.1107,14506.5091,1,1,White,F,White,M,White,M,1,1,0,0,One-step,Friendship
data_17,61,4,8,15,1,2,2,14,2,4.6751,14511.1446,0,1,White,F,White,M,Asian,F,1,0,0,1,Two-step,Neg Action
data_17,62,13,9,14,1,3,2,12,2,3.3524,14516.3471,0,1,White,F,Hispanic,M,White,M,0,1,0,0,One-versus-two-step,Neg Action
data_17,63,8,7,9,1,1,3,3,1,4.4751,14520.2323,1,1,White,M,Black,M,Hispanic,M,0,0,1,1,One-step,Friendship
data_17,64,9,13,8,2,3,2,14,2,5.9453,14525.2346,1,0,Hispanic,M,White,F,White,M,0,0,0,1,One-versus-two-step,Neg Action
data_17,65,13,9,14,2,3,1,9,2,3.3071,14531.7043,1,1,White,F,Hispanic,M,White,M,0,1,0,0,One-versus-two-step,Pos Action
data_17,66,8,7,9,1,1,2,13,1,2.8644,14535.5395,1,0,White,M,Black,M,Hispanic,M,0,0,1,1,One-step,Neg Action
data_17,67,9,11,8,2,1,3,3,2,3.4474,14538.9244,1,1,Hispanic,M,Black,M,White,M,0,0,1,1,One-step,Friendship
data_17,68,13,11,14,2,1,4,4,1,3.9829,14542.893,0,0,White,F,Black,M,White,M,0,1,0,0,One-step,Similarity
data_17,69,8,4,9,1,3,1,6,1,3.4635,14547.4118,1,1,White,M,White,F,Hispanic,M,1,0,0,1,One-versus-two-step,Pos Action
data_17,70,3,1,4,2,1,4,4,2,3.5501,14551.4137,1,1,Asian,M,White,F,White,F,0,0,0,0,One-step,Similarity
